date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:52:38	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2013%20Jan%202025%2016:50:55%20GMT	https://apps.knust.edu.gh/staff	/home/arthur/cloned_staff/apps.knust.edu.gh/staff.0.delayed	(from )
16:52:40	7012/7012	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202025%2016:50:56%20GMT	https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/Account/LogOn5e9d.html	(from )
16:52:41	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Jan%202025%2016:50:56%20GMT	https://apps.knust.edu.gh/robots.txt		(from )
16:52:41	61065/61065	---M--	200	added ('OK')	image/png	etag:%221da6343355b6b09%22	https://apps.knust.edu.gh/staff/images/KNUST-logo-small2.png	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/images/KNUST-logo-small2.png	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:43	14219/14219	---MCZ	200	added ('OK')	text/css	etag:%221da6343355bb20b%22	https://apps.knust.edu.gh/staff/css/font-face.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/css/font-face.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:44	31004/31004	---MCZ	200	added ('OK')	text/css	etag:%221da634335f4651c%22	https://apps.knust.edu.gh/staff/vendor/font-awesome-4.7/css/font-awesome.min.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/font-awesome-4.7/css/font-awesome.min.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:45	35363/35363	---MCZ	200	added ('OK')	text/css	etag:%221da634335f49623%22	https://apps.knust.edu.gh/staff/vendor/font-awesome-5/css/fontawesome-all.min.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/font-awesome-5/css/fontawesome-all.min.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:46	70815/70815	---MCZ	200	added ('OK')	text/css	etag:%221da634335f5089f%22	https://apps.knust.edu.gh/staff/vendor/mdi-font/css/material-design-iconic-font.min.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/mdi-font/css/material-design-iconic-font.min.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:47	140427/140427	---MCZ	200	added ('OK')	text/css	etag:%221da634335f6388b%22	https://apps.knust.edu.gh/staff/vendor/bootstrap-4.1/bootstrap.min.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/bootstrap-4.1/bootstrap.min.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:48	27484/27484	---MCZ	200	added ('OK')	text/css	etag:%221da634335f4775c%22	https://apps.knust.edu.gh/staff/vendor/animsition/animsition.min.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/animsition/animsition.min.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:49	5015/5015	---MCZ	200	added ('OK')	text/css	etag:%221da634335f40f97%22	https://apps.knust.edu.gh/staff/vendor/bootstrap-progressbar/bootstrap-progressbar-3.3.4.min.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/bootstrap-progressbar/bootstrap-progressbar-3.3.4.min.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:50	78546/78546	---MCZ	200	added ('OK')	text/css	etag:%221da634335f52ed2%22	https://apps.knust.edu.gh/staff/vendor/wow/animate.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/wow/animate.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:51	22178/22178	---MCZ	200	added ('OK')	text/css	etag:%221da634335f44aa2%22	https://apps.knust.edu.gh/staff/vendor/css-hamburgers/hamburgers.min.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/css-hamburgers/hamburgers.min.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:52	1895/1895	---MCZ	200	added ('OK')	text/css	etag:%221da634335f41b67%22	https://apps.knust.edu.gh/staff/vendor/slick/slick.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/slick/slick.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:53	15197/15197	---MCZ	200	added ('OK')	text/css	etag:%221da634335f4275d%22	https://apps.knust.edu.gh/staff/vendor/select2/select2.min.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/select2/select2.min.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:54	2714/2714	---MCZ	200	added ('OK')	text/css	etag:%221da634335f4169a%22	https://apps.knust.edu.gh/staff/vendor/perfect-scrollbar/perfect-scrollbar.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/perfect-scrollbar/perfect-scrollbar.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:55	235530/235530	---MCZ	200	added ('OK')	text/css	etag:%221da634335581d8a%22	https://apps.knust.edu.gh/staff/css/theme.css	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/css/theme.css	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:55	48370/48370	---M--	200	added ('OK')	image/png	etag:%221da6343355b3972%22	https://apps.knust.edu.gh/staff/images/logo.png?v=sLP6rQYnjI9xq495RBD-X8iXj-7ZPLTFaFBDFO1D7U4	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/images/logoef2a.png	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:58	86663/86663	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f54e87%22	https://apps.knust.edu.gh/staff/vendor/jquery-3.2.1.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/jquery-3.2.1.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:52:59	20500/20500	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f44c14%22	https://apps.knust.edu.gh/staff/vendor/bootstrap-4.1/popper.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/bootstrap-4.1/popper.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:00	50682/50682	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f4d9fa%22	https://apps.knust.edu.gh/staff/vendor/bootstrap-4.1/bootstrap.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/bootstrap-4.1/bootstrap.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:00	2230520/2230520	---M--	200	added ('OK')	image/jpeg	etag:%221da634335798d78%22	https://apps.knust.edu.gh/staff/images/6.jpg	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/images/6.jpg	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:01	42864/42864	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f4bb70%22	https://apps.knust.edu.gh/staff/vendor/slick/slick.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/slick/slick.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:02	8416/8416	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f43ce0%22	https://apps.knust.edu.gh/staff/vendor/wow/wow.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/wow/wow.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:03	5622/5622	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f409f6%22	https://apps.knust.edu.gh/staff/vendor/animsition/animsition.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/animsition/animsition.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:04	2334/2334	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f4151e%22	https://apps.knust.edu.gh/staff/vendor/bootstrap-progressbar/bootstrap-progressbar.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/bootstrap-progressbar/bootstrap-progressbar.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:05	8839/8839	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f43e87%22	https://apps.knust.edu.gh/staff/vendor/counter-up/jquery.waypoints.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/counter-up/jquery.waypoints.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:06	2183/2183	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f41487%22	https://apps.knust.edu.gh/staff/vendor/counter-up/jquery.counterup.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/counter-up/jquery.counterup.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:07	4454/4454	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f40d66%22	https://apps.knust.edu.gh/staff/vendor/circle-progress/circle-progress.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/circle-progress/circle-progress.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:08	36152/36152	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f49138%22	https://apps.knust.edu.gh/staff/vendor/perfect-scrollbar/perfect-scrollbar.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/perfect-scrollbar/perfect-scrollbar.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:09	211142/211142	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f724c6%22	https://apps.knust.edu.gh/staff/vendor/chartjs/Chart.bundle.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/chartjs/Chart.bundle.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:10	66666/66666	---MCZ	200	added ('OK')	text/javascript	etag:%221da634335f5186a%22	https://apps.knust.edu.gh/staff/vendor/select2/select2.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/vendor/select2/select2.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:11	41278/41278	---MCZ	200	added ('OK')	text/javascript	etag:%221da6343355b24be%22	https://apps.knust.edu.gh/staff/js/main.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/js/main.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:12	23264/23264	---MCZ	200	added ('OK')	text/javascript	etag:%221da6343355bdf60%22	https://apps.knust.edu.gh/staff/lib/jquery-validation/dist/jquery.validate.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/lib/jquery-validation/dist/jquery.validate.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:13	5871/5871	---MCZ	200	added ('OK')	text/javascript	etag:%221da6343355b936f%22	https://apps.knust.edu.gh/staff/lib/jquery-validation-unobtrusive/jquery.validate.unobtrusive.min.js	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/lib/jquery-validation-unobtrusive/jquery.validate.unobtrusive.min.js	(from https://apps.knust.edu.gh/staff/Account/LogOn?ReturnUrl=%2Fstaff)
16:53:13	8181/8181	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355b9a75%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.eot	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:14	8181/8181	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355b9a75%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.eot?	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100d41d.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:15	7436/7436	---M--	200	added ('OK')	font/woff2	etag:%221da6343355b988c%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.woff2	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.woff2	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:16	9864/9864	---M--	200	added ('OK')	application/font-woff	etag:%221da6343355ba308%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.woff	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.woff	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:17	15976/15976	---M--	200	added ('OK')	application/x-font-ttf	etag:%221da6343355bbbe8%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.ttf	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.ttf	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:18	53054/53054	---M--	200	added ('OK')	image/svg+xml	etag:%221da6343355b4abe%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.svg	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100.svg	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:19	8692/8692	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba474%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.eot	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:20	8692/8692	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba474%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.eot?	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200d41d.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:21	7852/7852	---M--	200	added ('OK')	font/woff2	etag:%221da6343355b9b2c%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.woff2	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.woff2	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:22	10432/10432	---M--	200	added ('OK')	application/font-woff	etag:%221da6343355bad40%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.woff	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.woff	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:23	15880/15880	---M--	200	added ('OK')	application/x-font-ttf	etag:%221da6343355bbb88%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.ttf	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.ttf	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:24	52855/52855	---M--	200	added ('OK')	image/svg+xml	etag:%221da6343355b4bf7%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.svg	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200.svg	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:25	10066/10066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba2d2%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.eot	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:26	10066/10066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba2d2%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.eot?	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italicd41d.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:27	9064/9064	---M--	200	added ('OK')	font/woff2	etag:%221da6343355ba6e8%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.woff2	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.woff2	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:28	11876/11876	---M--	200	added ('OK')	application/font-woff	etag:%221da6343355babe4%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.woff	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.woff	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:29	17400/17400	---M--	200	added ('OK')	application/x-font-ttf	etag:%221da6343355bc678%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.ttf	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.ttf	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:30	58933/58933	---M--	200	added ('OK')	image/svg+xml	etag:%221da6343355b63b5%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.svg	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-200italic.svg	(from https://apps.knust.edu.gh/staff/css/font-face.css)
